ID,Email,Stock,Quantity,Price,Intention,Status,Date
329,gLtm2Ozr6f@gmail.com,MA,75,696,SELL,PARTIALLY FILLED,2022-01-06
769,Wks3clh7Vl@gmail.com,UPS,59,589,SELL,AVAILABLE,2022-01-01
993,3NtyFxsajq@gmail.com,AMZN,57,819,BUY,AVAILABLE,2022-01-06
465,6iKzYl5uN2@gmail.com,BABA,60,670,SELL,AVAILABLE,2022-01-10
83,AJ3e3admfT@gmail.com,INTC,52,827,BUY,AVAILABLE,2022-01-22
169,5uVUnNivDR@gmail.com,INTC,91,986,SELL,FULLY FILLED,2022-01-21
717,5b3gEfzngt@gmail.com,KO,28,561,SELL,FULLY FILLED,2022-01-25
292,olga12@gmail.com,AAPL,55,788,SELL,PARTIALLY FILLED,2022-01-03
922,daQxekSDul@gmail.com,BAC,100,581,SELL,PARTIALLY FILLED,2022-01-28
137,01xsjJa56s@gmail.com,WMT,10,527,SELL,PARTIALLY FILLED,2022-01-24
482,b2pUJWamtf@gmail.com,BAC,8,982,BUY,AVAILABLE,2022-01-09
392,MBKRBJwSpW@gmail.com,INTC,44,619,SELL,AVAILABLE,2022-01-18
836,WQb6Q5V9Wr@gmail.com,PFE,55,526,SELL,PARTIALLY FILLED,2022-01-25
175,ASNwZWce0e@gmail.com,MA,78,617,BUY,FULLY FILLED,2022-01-10
522,LVkPC8VEzP@gmail.com,NKE,40,579,BUY,AVAILABLE,2022-01-09
704,iKY1U6yrET@gmail.com,JPM,89,868,BUY,PARTIALLY FILLED,2022-01-06
940,aC0JYyIoTS@gmail.com,PYPL,2,547,BUY,PARTIALLY FILLED,2022-01-09
270,HiXoSzP5gG@gmail.com,ORCL,95,657,BUY,AVAILABLE,2022-01-11
366,ggZYVrxF7M@gmail.com,UNH,39,887,BUY,FULLY FILLED,2022-01-28
213,53A1yXP2Hn@gmail.com,HSBC,90,606,BUY,PARTIALLY FILLED,2022-01-15
23,BNr6CG54HB@gmail.com,KO,66,544,SELL,PARTIALLY FILLED,2022-01-11
109,h9WPacLWqT@gmail.com,ADBE,49,676,BUY,AVAILABLE,2022-01-09
690,BJFA3COznc@gmail.com,TSM,1,706,SELL,AVAILABLE,2022-01-22
498,fWYS9Z96o6@gmail.com,INTC,61,573,BUY,FULLY FILLED,2022-01-06
108,X7vQUYcVhq@gmail.com,INTC,57,896,BUY,FULLY FILLED,2022-01-03
367,3lvJJE83tH@gmail.com,UNH,15,574,BUY,FULLY FILLED,2022-01-06
422,J9q31FuAOB@gmail.com,FB,98,810,BUY,FULLY FILLED,2022-01-11
448,9xMY3M6wXf@gmail.com,PEP,30,542,BUY,AVAILABLE,2022-01-26
377,NUXxWEKj5I@gmail.com,UPS,13,618,SELL,FULLY FILLED,2022-01-11
946,SKnUyNDmaf@gmail.com,UPS,37,666,BUY,AVAILABLE,2022-01-21
188,VnBQWWnN4g@gmail.com,TSLA,62,806,SELL,FULLY FILLED,2022-01-15
89,Q9bX21s44Q@gmail.com,MA,41,919,SELL,FULLY FILLED,2022-01-09
479,is1efvQDf5@gmail.com,TM,64,885,BUY,AVAILABLE,2022-01-30
219,10sDPbZ6XK@gmail.com,BAC,27,757,BUY,PARTIALLY FILLED,2022-01-11
577,ryUQYjctSh@gmail.com,HSBC,91,737,BUY,PARTIALLY FILLED,2022-01-21
865,G9U8riLvFm@gmail.com,COST,45,943,SELL,FULLY FILLED,2022-01-30
531,29xLcnQsTe@gmail.com,NFLX,75,583,BUY,AVAILABLE,2022-01-10
662,vJEj7cCmnG@gmail.com,AMZN,1,832,SELL,AVAILABLE,2022-01-22
69,hncMwWx9uI@gmail.com,PYPL,80,811,SELL,PARTIALLY FILLED,2022-01-30
853,2X79OdMIZA@gmail.com,MSFT,25,751,SELL,PARTIALLY FILLED,2022-01-28
380,c2QNPXOI0G@gmail.com,NKE,62,936,SELL,PARTIALLY FILLED,2022-01-04
47,gLtm2Ozr6f@gmail.com,WMT,98,762,BUY,AVAILABLE,2022-01-21
372,7irD1HMnXG@gmail.com,TSM,74,751,BUY,FULLY FILLED,2022-01-03
343,wvfawMVxul@gmail.com,MSFT,80,687,SELL,FULLY FILLED,2022-01-17
94,BlukV5xuZv@gmail.com,FB,79,992,SELL,FULLY FILLED,2022-01-11
225,54HEOgMosH@gmail.com,DIS,93,804,BUY,PARTIALLY FILLED,2022-01-17
207,5DGZq8Hmye@gmail.com,BAC,20,539,SELL,PARTIALLY FILLED,2022-01-29
75,54HEOgMosH@gmail.com,AAPL,30,862,BUY,FULLY FILLED,2022-01-31
572,2yN7ZjB0Yx@gmail.com,TM,38,785,SELL,PARTIALLY FILLED,2022-01-19
627,1Mt4CW2Axc@gmail.com,NKE,19,647,BUY,FULLY FILLED,2022-01-20
273,ESkrJ9w3d5@gmail.com,JNJ,40,523,SELL,FULLY FILLED,2022-01-14
476,ASNwZWce0e@gmail.com,NVDA,67,750,SELL,FULLY FILLED,2022-01-26
462,mark@gmail.com,AZN,11,731,BUY,AVAILABLE,2022-01-16
31,KAQMrGitz0@gmail.com,ORCL,63,862,SELL,FULLY FILLED,2022-01-09
589,K4izHXjDuZ@gmail.com,MSFT,66,588,BUY,FULLY FILLED,2022-01-29
306,29xLcnQsTe@gmail.com,KO,92,842,BUY,AVAILABLE,2022-01-04
305,mXmf0Nzcw9@gmail.com,GOOG,59,793,BUY,AVAILABLE,2022-01-01
85,RYr3xNNMb6@gmail.com,AMZN,9,948,SELL,FULLY FILLED,2022-01-19
341,3qOsrABlfs@gmail.com,MA,85,884,SELL,FULLY FILLED,2022-01-26
474,BpUJPksxRF@gmail.com,NVDA,84,866,BUY,PARTIALLY FILLED,2022-01-16
497,rLTU19QBDx@gmail.com,PEP,5,893,BUY,PARTIALLY FILLED,2022-01-25
162,QIqGtqekoA@gmail.com,JPM,79,609,BUY,FULLY FILLED,2022-01-26
2,5ZWMlDlAOP@gmail.com,BAC,51,647,BUY,FULLY FILLED,2022-01-27
862,sc47gbQNq7@gmail.com,PFE,89,749,SELL,AVAILABLE,2022-01-10
784,dJSQx6zpX8@gmail.com,UNH,1,610,SELL,AVAILABLE,2022-01-30
514,A9Cpwmrhpj@gmail.com,TSLA,97,859,BUY,AVAILABLE,2022-01-20
776,lwwbYAmi6c@gmail.com,AZN,70,906,SELL,PARTIALLY FILLED,2022-01-10
566,JeEg6DSrCC@gmail.com,ADBE,91,554,BUY,PARTIALLY FILLED,2022-01-28
510,bOoYY6BoNz@gmail.com,HSBC,87,567,SELL,AVAILABLE,2022-01-15
794,VSnhYxp7RE@gmail.com,UNH,64,514,SELL,PARTIALLY FILLED,2022-01-03
34,XhrBpc9veZ@gmail.com,GOOG,55,703,BUY,AVAILABLE,2022-01-10
280,7irD1HMnXG@gmail.com,UPS,12,826,BUY,AVAILABLE,2022-01-29
401,BaCNiH4Mcv@gmail.com,PFE,38,665,SELL,AVAILABLE,2022-01-02
539,sDdR47zcIg@gmail.com,WMT,26,548,SELL,PARTIALLY FILLED,2022-01-18
116,ViDxQl51Kv@gmail.com,JPM,31,591,BUY,FULLY FILLED,2022-01-30
87,5HUAKPo1ER@gmail.com,PFE,73,656,SELL,AVAILABLE,2022-01-03
250,h9WPacLWqT@gmail.com,NFLX,10,882,BUY,PARTIALLY FILLED,2022-01-01
44,BJFA3COznc@gmail.com,AZN,93,783,SELL,FULLY FILLED,2022-01-28
999,mGl0of3opD@gmail.com,UPS,35,701,BUY,PARTIALLY FILLED,2022-01-08
385,HubmgNOY0x@gmail.com,PEP,98,615,SELL,PARTIALLY FILLED,2022-01-09
965,hLLSIPyJeW@gmail.com,INTC,100,549,SELL,FULLY FILLED,2022-01-05
709,WEVpP6MGTa@gmail.com,PFE,43,591,SELL,AVAILABLE,2022-01-06
478,blTnfkj1jS@gmail.com,TM,30,581,BUY,FULLY FILLED,2022-01-12
383,6FFbbs07hY@gmail.com,NFLX,11,558,SELL,PARTIALLY FILLED,2022-01-11
730,6OK7Ar3Vn6@gmail.com,NFLX,42,714,BUY,PARTIALLY FILLED,2022-01-13
788,kJT3A3oS36@gmail.com,JPM,69,530,BUY,FULLY FILLED,2022-01-09
400,RxJQhDfqIV@gmail.com,PEP,98,554,BUY,PARTIALLY FILLED,2022-01-18
423,Wse4uIo2SD@gmail.com,NKE,89,666,SELL,FULLY FILLED,2022-01-19
386,aC0JYyIoTS@gmail.com,NKE,59,906,SELL,PARTIALLY FILLED,2022-01-16
145,SUVouNm5wk@gmail.com,COST,51,731,BUY,FULLY FILLED,2022-01-05
716,w0W9HjodPC@gmail.com,AMZN,10,623,BUY,FULLY FILLED,2022-01-30
336,KCvtJ2pVp5@gmail.com,JPM,15,767,SELL,FULLY FILLED,2022-01-11
368,xYspzEq196@gmail.com,JNJ,51,975,BUY,AVAILABLE,2022-01-21
88,MFa0ewbCMh@gmail.com,WMT,92,911,BUY,PARTIALLY FILLED,2022-01-23
438,5slh738Sgc@gmail.com,FB,95,656,SELL,AVAILABLE,2022-01-02
692,llqi6BzLnu@gmail.com,NFLX,59,852,SELL,PARTIALLY FILLED,2022-01-11
997,9bHzEfSiXM@gmail.com,TM,57,728,SELL,PARTIALLY FILLED,2022-01-07
327,hncMwWx9uI@gmail.com,ADBE,57,748,SELL,AVAILABLE,2022-01-19
71,W7Amh4TkFE@gmail.com,ORCL,56,886,BUY,FULLY FILLED,2022-01-17
535,1dNv5PzuHt@gmail.com,COST,60,612,BUY,FULLY FILLED,2022-01-07
170,TWi6j8pp4k@gmail.com,JNJ,87,812,BUY,FULLY FILLED,2022-01-20
340,lCs0bohSpt@gmail.com,TSLA,73,569,SELL,FULLY FILLED,2022-01-04
889,XZoGbQ6dfJ@gmail.com,TSM,80,804,BUY,PARTIALLY FILLED,2022-01-05
762,PA88SfX1H0@gmail.com,NVDA,13,527,SELL,AVAILABLE,2022-01-24
492,mXmf0Nzcw9@gmail.com,BABA,91,684,BUY,PARTIALLY FILLED,2022-01-24
988,5zqse6C2f4@gmail.com,BAC,29,891,SELL,FULLY FILLED,2022-01-03
241,aamUogEBlU@gmail.com,ORCL,7,970,SELL,FULLY FILLED,2022-01-01
435,gGWo7veteI@gmail.com,INTC,98,537,SELL,PARTIALLY FILLED,2022-01-27
917,jX8HJ0E4PY@gmail.com,AMZN,17,762,BUY,AVAILABLE,2022-01-31
921,Svezel7fsO@gmail.com,PEP,82,768,SELL,FULLY FILLED,2022-01-08
195,7LFxtH9lKY@gmail.com,PYPL,67,550,BUY,AVAILABLE,2022-01-07
678,SU3OjDHCHP@gmail.com,TSLA,41,942,BUY,PARTIALLY FILLED,2022-01-01
215,IudG0dtQHl@gmail.com,ADBE,87,818,BUY,AVAILABLE,2022-01-22
333,EungK02XzT@gmail.com,KO,31,702,SELL,FULLY FILLED,2022-01-29
926,ArJhmYJ70H@gmail.com,PFE,82,789,BUY,PARTIALLY FILLED,2022-01-15
99,tBRkbUzGI6@gmail.com,DIS,92,502,BUY,PARTIALLY FILLED,2022-01-30
780,uYZHSgOwDY@gmail.com,PFE,4,972,BUY,FULLY FILLED,2022-01-25
790,ffXQqC1Xgr@gmail.com,INTC,67,792,SELL,PARTIALLY FILLED,2022-01-11
33,gKfzogXMHJ@gmail.com,PYPL,60,870,BUY,AVAILABLE,2022-01-30
352,LyrFj7E11k@gmail.com,JPM,12,887,BUY,PARTIALLY FILLED,2022-01-24
684,JzyJcVjL9H@gmail.com,FB,13,681,SELL,PARTIALLY FILLED,2022-01-09
698,xAEy4MF4C6@gmail.com,TM,84,925,BUY,PARTIALLY FILLED,2022-01-16
524,1IAMFOxtUF@gmail.com,PFE,5,545,SELL,FULLY FILLED,2022-01-15
768,F9KFD7Ybb2@gmail.com,GOOG,66,583,SELL,FULLY FILLED,2022-01-25
490,gQ6zfcTf3Z@gmail.com,TSM,69,655,SELL,PARTIALLY FILLED,2022-01-17
264,Sl9CtqfPsS@gmail.com,UNH,55,641,BUY,PARTIALLY FILLED,2022-01-13
616,D3CBt6MAMG@gmail.com,UPS,34,867,SELL,PARTIALLY FILLED,2022-01-06
149,zoH1pouhX4@gmail.com,ADBE,15,878,BUY,AVAILABLE,2022-01-27
886,sDdR47zcIg@gmail.com,NVDA,96,536,SELL,AVAILABLE,2022-01-26
686,Fx0kGSSSNu@gmail.com,COST,32,733,BUY,PARTIALLY FILLED,2022-01-24
279,G59Uv3lVMv@gmail.com,PEP,51,946,BUY,FULLY FILLED,2022-01-24
549,oKRd8aqrNz@gmail.com,FB,30,537,SELL,FULLY FILLED,2022-01-19
102,5t2WPRkRHp@gmail.com,MSFT,98,850,BUY,AVAILABLE,2022-01-10
513,adkM4aWPsB@gmail.com,UPS,74,646,SELL,PARTIALLY FILLED,2022-01-09
301,Y1MeJlN5uY@gmail.com,NFLX,68,649,SELL,PARTIALLY FILLED,2022-01-18
376,T6n53rD2Vr@gmail.com,TSLA,26,999,SELL,FULLY FILLED,2022-01-09
608,UasjVjmZ6e@gmail.com,INTC,57,911,BUY,AVAILABLE,2022-01-05
469,skkZgYroRO@gmail.com,MA,59,942,BUY,PARTIALLY FILLED,2022-01-06
259,y0tdKyMkPD@gmail.com,UPS,19,610,BUY,PARTIALLY FILLED,2022-01-26
106,hJKYUE0S96@gmail.com,FB,56,627,SELL,PARTIALLY FILLED,2022-01-25
953,HiXoSzP5gG@gmail.com,NKE,49,854,BUY,PARTIALLY FILLED,2022-01-25
630,t3Bs3FbJ8J@gmail.com,DIS,73,990,BUY,PARTIALLY FILLED,2022-01-06
757,h2XqIKbVCi@gmail.com,AAPL,92,810,SELL,AVAILABLE,2022-01-18
501,BiP7SjLdY3@gmail.com,MA,48,597,SELL,FULLY FILLED,2022-01-19
212,jPs9bKw0Kb@gmail.com,MSFT,97,884,SELL,PARTIALLY FILLED,2022-01-26
86,gGWo7veteI@gmail.com,TSM,95,831,BUY,FULLY FILLED,2022-01-04
217,pm2y1RnorR@gmail.com,NVDA,89,990,BUY,FULLY FILLED,2022-01-25
742,hncMwWx9uI@gmail.com,GOOG,87,981,BUY,AVAILABLE,2022-01-11
584,lWxV48TCJb@gmail.com,UPS,78,682,BUY,FULLY FILLED,2022-01-28
808,EI5jh2UCce@gmail.com,INTC,19,872,SELL,PARTIALLY FILLED,2022-01-03
666,Ouhpjtz46S@gmail.com,ORCL,71,956,BUY,PARTIALLY FILLED,2022-01-25
529,99hUlhgzUx@gmail.com,MA,72,735,BUY,AVAILABLE,2022-01-13
779,pdwyHg4y6a@gmail.com,TM,96,755,SELL,AVAILABLE,2022-01-27
326,SKnUyNDmaf@gmail.com,ADBE,27,609,SELL,FULLY FILLED,2022-01-16
318,rlPGJToYdJ@gmail.com,KO,43,567,BUY,FULLY FILLED,2022-01-22
580,ffIsIe71Zc@gmail.com,NVDA,49,902,BUY,PARTIALLY FILLED,2022-01-27
194,UPaLO14EKG@gmail.com,BAC,45,586,BUY,PARTIALLY FILLED,2022-01-25
879,XZNyWoqY4z@gmail.com,WMT,98,519,SELL,PARTIALLY FILLED,2022-01-19
736,3317b3nPXo@gmail.com,BABA,53,911,BUY,AVAILABLE,2022-01-03
929,ssGBy1Vlad@gmail.com,AZN,74,538,SELL,AVAILABLE,2022-01-19
302,0ayU950jzW@gmail.com,BAC,2,559,SELL,PARTIALLY FILLED,2022-01-30
141,X02DFIcUV1@gmail.com,PEP,53,745,SELL,AVAILABLE,2022-01-06
384,BnNGahxHg3@gmail.com,TM,62,774,SELL,PARTIALLY FILLED,2022-01-21
746,IrKqTtD04R@gmail.com,AAPL,69,668,SELL,FULLY FILLED,2022-01-15
699,O4B6erF5sH@gmail.com,BABA,76,640,BUY,AVAILABLE,2022-01-24
689,gKfzogXMHJ@gmail.com,NVDA,17,800,BUY,FULLY FILLED,2022-01-03
781,Z55QOULBlt@gmail.com,PFE,45,685,SELL,PARTIALLY FILLED,2022-01-23
856,JQ3EJd35yr@gmail.com,COST,96,927,SELL,FULLY FILLED,2022-01-09
128,VPCQCazLUf@gmail.com,TSM,1,958,BUY,PARTIALLY FILLED,2022-01-18
875,qEwmPN1oUP@gmail.com,ADBE,12,500,SELL,AVAILABLE,2022-01-28
500,pI3n5Ej1Ql@gmail.com,NKE,44,773,BUY,FULLY FILLED,2022-01-10
298,Alena@gmail.com,ADBE,39,978,BUY,PARTIALLY FILLED,2022-01-17
847,Vb4PmLQwOe@gmail.com,COST,71,673,SELL,FULLY FILLED,2022-01-06
236,QcFVCOlU0p@gmail.com,MSFT,22,557,BUY,FULLY FILLED,2022-01-12
937,gm5K5xP828@gmail.com,BABA,71,990,BUY,PARTIALLY FILLED,2022-01-17
51,JXkpwJtX1u@gmail.com,KO,53,736,BUY,FULLY FILLED,2022-01-26
547,UoffMlqcLN@gmail.com,MA,27,910,BUY,AVAILABLE,2022-01-29
173,ASNwZWce0e@gmail.com,MA,48,859,SELL,PARTIALLY FILLED,2022-01-19
650,6iKzYl5uN2@gmail.com,HSBC,56,858,BUY,AVAILABLE,2022-01-02
966,5qOF3qRmvN@gmail.com,INTC,64,692,SELL,FULLY FILLED,2022-01-12
958,extMLi3qjd@gmail.com,JNJ,53,943,SELL,FULLY FILLED,2022-01-29
653,l5IqPv2zkm@gmail.com,PEP,96,515,BUY,PARTIALLY FILLED,2022-01-16
39,Vl0u83Kdm8@gmail.com,JNJ,88,684,SELL,AVAILABLE,2022-01-21
701,Xd7PlmBTNS@gmail.com,BAC,98,779,SELL,FULLY FILLED,2022-01-23
508,XcHdNJN4gJ@gmail.com,AZN,63,973,SELL,FULLY FILLED,2022-01-14
49,b7uKw0yMwb@gmail.com,JPM,46,583,SELL,FULLY FILLED,2022-01-08
307,m9oEy3z7ev@gmail.com,AAPL,85,780,SELL,FULLY FILLED,2022-01-02
773,QYBpwGDvQ9@gmail.com,UNH,45,863,BUY,PARTIALLY FILLED,2022-01-07
882,36TUbKLGGW@gmail.com,KO,24,555,SELL,PARTIALLY FILLED,2022-01-21
906,298a7JC3HE@gmail.com,MSFT,69,577,BUY,FULLY FILLED,2022-01-06
840,qR6ytYL41K@gmail.com,NVDA,87,555,SELL,FULLY FILLED,2022-01-02
223,B3tdHUVeL8@gmail.com,NFLX,70,678,BUY,AVAILABLE,2022-01-04
848,Qkyl23c0e1@gmail.com,NKE,49,903,SELL,FULLY FILLED,2022-01-19
390,P9iNENg8vD@gmail.com,AAPL,28,506,SELL,PARTIALLY FILLED,2022-01-05
810,8vROYgPzGy@gmail.com,JPM,75,881,SELL,PARTIALLY FILLED,2022-01-15
266,bs6Tx1e5EY@gmail.com,PFE,86,560,SELL,AVAILABLE,2022-01-29
68,xQPs3WbWkh@gmail.com,FB,24,533,SELL,AVAILABLE,2022-01-25
396,p9rOd0lacB@gmail.com,JNJ,30,822,SELL,FULLY FILLED,2022-01-29
710,ALt1Yowi3F@gmail.com,PFE,37,634,SELL,FULLY FILLED,2022-01-11
542,i9UOPFHDGZ@gmail.com,AMZN,8,852,SELL,AVAILABLE,2022-01-17
652,aUnnnXo7TU@gmail.com,COST,80,920,BUY,FULLY FILLED,2022-01-19
760,VrmMoPDaLT@gmail.com,COST,61,899,SELL,FULLY FILLED,2022-01-21
192,AOUXfSiKax@gmail.com,NVDA,93,948,SELL,PARTIALLY FILLED,2022-01-31
849,52BX32wxUU@gmail.com,GOOG,65,982,SELL,PARTIALLY FILLED,2022-01-24
908,9LEiDadZt0@gmail.com,TM,15,940,SELL,AVAILABLE,2022-01-19
310,nNO0IMzrrn@gmail.com,NFLX,23,612,BUY,PARTIALLY FILLED,2022-01-19
670,6d5v81U9wS@gmail.com,AAPL,90,795,SELL,AVAILABLE,2022-01-30
494,UtywOaFCzr@gmail.com,JPM,48,983,BUY,FULLY FILLED,2022-01-23
299,t3Bs3FbJ8J@gmail.com,NVDA,13,667,BUY,PARTIALLY FILLED,2022-01-04
197,k0yNefrcCt@gmail.com,AZN,57,908,SELL,PARTIALLY FILLED,2022-01-31
968,QYBpwGDvQ9@gmail.com,GOOG,14,867,SELL,FULLY FILLED,2022-01-29
631,9emjhe6vQt@gmail.com,PYPL,67,508,BUY,FULLY FILLED,2022-01-18
899,LyrFj7E11k@gmail.com,JPM,4,936,BUY,AVAILABLE,2022-01-10
675,0neYZHpsKz@gmail.com,AAPL,44,735,BUY,AVAILABLE,2022-01-15
300,sUkfQNVTSW@gmail.com,NFLX,97,756,SELL,PARTIALLY FILLED,2022-01-28
472,5DGZq8Hmye@gmail.com,COST,59,859,SELL,FULLY FILLED,2022-01-22
967,cgFRKP0X2y@gmail.com,NFLX,8,806,SELL,AVAILABLE,2022-01-28
687,nl9VTZJak5@gmail.com,TSM,3,992,BUY,FULLY FILLED,2022-01-22
594,0XiAkrJJUr@gmail.com,UPS,95,784,SELL,AVAILABLE,2022-01-01
989,xj688VzoxU@gmail.com,INTC,8,651,SELL,PARTIALLY FILLED,2022-01-27
291,0neYZHpsKz@gmail.com,JPM,70,964,SELL,FULLY FILLED,2022-01-19
971,b2pUJWamtf@gmail.com,AMZN,11,926,SELL,FULLY FILLED,2022-01-15
342,LlQrMXvowg@gmail.com,INTC,48,746,BUY,AVAILABLE,2022-01-08
